"Gene" "Cannonical" "Length" "Cromo"
"RNU6-1042P" 1 107 "1"
"RNU6-5P" 1 107 "2"
"RNU6-1044P" 1 107 "X"
"RNU6-166P" 1 107 "12"
"RNU6-454P" 1 107 "3"
"RNU6-1024P" 1 107 "3"
"RNU6-22P" 1 107 "16"
"RNU6-899P" 1 107 "11"
"RNU6-1264P" 1 107 "17"
"RNU6-836P" 1 107 "4"
"RNU6-851P" 1 107 "2"
"RNU6-151P" 1 107 "1"
"RNU6-136P" 1 107 "2"
"RNU6-302P" 1 107 "6"
"RNU6-207P" 1 107 "X"
"RNU6-1322P" 1 107 "7"
"RNU6-1046P" 1 107 "14"
"RNU6-1277P" 1 107 "14"
"RNU6-756P" 1 107 "8"
"RNU6-310P" 1 107 "4"
"RNU6-434P" 1 107 "X"
"RNU6-421P" 1 107 "X"
"RNU6-308P" 1 107 "5"
"RNU6-582P" 1 107 "4"
"RNU6-138P" 1 107 "3"
"RNU6-979P" 1 107 "7"
"RNU6-1091P" 1 107 "7"
"RNU6-867P" 1 107 "X"
"RNA5SP96" 1 107 "2"
"RNU6-1216P" 1 107 "2"
"RNU6-853P" 1 107 "4"
"RNU6V" 1 107 "1"
"RNU6-654P" 1 107 "11"
"RNU6-1241P" 1 107 "16"
"RNU6-422P" 1 107 "10"
"RNA5SP212" 1 107 "6"
"RNU6-1239P" 1 107 "14"
"RNU6-1122P" 1 107 "2"
"RNU6-1010P" 1 107 "7"
"RNU6-1039P" 1 107 "9"
"RNU6-1126P" 1 107 "7"
"RNA5SP255" 1 107 "8"
"RNU6-95P" 1 107 "4"
"RNU6-877P" 1 107 "1"
"RNU6-9" 1 107 "19"
"RNU6-188P" 1 107 "15"
"RNU6-1175P" 1 107 "11"
"RNU6-970P" 1 107 "1"
"RNU6-652P" 1 107 "4"
"RNU6-455P" 1 107 "14"
"RNU6-297P" 1 107 "14"
"RNU6-1192P" 1 107 "17"
"RNU6-445P" 1 107 "9"
"RNU6-936P" 1 107 "2"
"RNU6-601P" 1 107 "2"
"RNU6-1075P" 1 107 "10"
"RNU6-1280P" 1 107 "15"
"RNA5SP115" 1 107 "2"
"RNU6-312P" 1 107 "2"
"RNU6-1048P" 1 107 "2"
"RNU6-566P" 1 107 "2"
"RNU6-1097P" 1 107 "7"
"RNU6-549P" 1 107 "15"
"RNU6-1007P" 1 107 "2"
"RNU6-482P" 1 107 "5"
"RNU6-1286P" 1 107 "6"
"RNU6-945P" 1 107 "19"
"RNU6-942P" 1 107 "2"
"RNU6-33P" 1 107 "4"
"MIR3934" 1 107 "6"
"RNU6-700P" 1 107 "12"
"RNU6-884P" 1 107 "1"
"RNU6-727P" 1 107 "5"
"RNU6-411P" 1 107 "6"
"RNU6-199P" 1 107 "12"
"RNU6-498P" 1 107 "15"
"RNU6-749P" 1 107 "15"
"RNU6-26P" 1 107 "3"
"RNU6-1235P" 1 107 "15"
"RNU6-223P" 1 107 "7"
"RNU6-484P" 1 107 "5"
"RNU6-514P" 1 107 "1"
"RNU6-858P" 1 107 "3"
"RNU6-336P" 1 107 "8"
"RNU6-220P" 1 107 "8"
"RNA5SP193" 1 107 "5"
"RNU6-832P" 1 107 "7"
"RNU6-274P" 1 107 "7"
"RNU6-19P" 1 107 "15"
"RNU6-386P" 1 107 "3"
"RNU6-723P" 1 107 "1"
"RNU4-61P" 1 107 "1"
"RNU6-94P" 1 107 "15"
"RNU6-431P" 1 107 "4"
"RNU6-254P" 1 107 "12"
"RNA5SP207" 1 107 "6"
"RNU6-643P" 1 107 "6"
"RNU6-1114P" 1 107 "6"
"RNU6-406P" 1 107 "17"
"RNU6-157P" 1 107 "1"
"RNU6-46P" 1 107 "11"
"RNA5SP442" 1 107 "17"
"RNU6-32P" 1 107 "4"
"RNU6-4P" 1 107 "3"
"RNA5SP365" 1 107 "12"
"RNA5SP331" 1 107 "11"
"RNU6-25P" 1 107 "3"
"RNU6-1179P" 1 107 "19"
"RNU6-997P" 1 107 "2"
"RNU6-536P" 1 107 "1"
"RNU6-524P" 1 107 "5"
"RNU6-1329P" 1 107 "12"
"RNU6-474P" 1 107 "2"
"RNU6-108P" 1 107 "3"
"RNU6-211P" 1 107 "5"
"RNU6-692P" 1 107 "2"
"RNU6-1099P" 1 107 "1"
"RNU6-1180P" 1 107 "2"
"RNA5SP84" 1 107 "2"
"RNU6-1113P" 1 107 "6"
"RNU6-792P" 1 107 "1"
"RNU6-315P" 1 107 "3"
"RNU6-1201P" 1 107 "17"
"RNU6-1152P" 1 107 "17"
"RNU6-672P" 1 107 "11"
"RNA5SP535" 1 107 "11"
"RNU6-361P" 1 107 "12"
"RNU6-2" 1 107 "19"
"RNU6-1320P" 1 107 "2"
"RNU6-450P" 1 107 "17"
"RNU6-968P" 1 107 "1"
"RNU6-1062P" 1 107 "1"
"RNU6-1047P" 1 107 "3"
"RNU6-242P" 1 107 "2"
"RNU6-348P" 1 107 "3"
"RNU6-160P" 1 107 "1"
"RNU6-1200P" 1 107 "3"
"RNU6-1147P" 1 107 "2"
"RNU6-48P" 1 107 "1"
"RNU6-910P" 1 107 "3"
"RNU6-693P" 1 107 "1"
"RNU6-36P" 1 107 "12"
"RNU6-1176P" 1 107 "1"
"RNU6-44P" 1 107 "11"
"RNU6-171P" 1 107 "1"
"RNU6-649P" 1 107 "2"
"RNU6-291P" 1 107 "1"
"RNU6-951P" 1 107 "2"
"RNU6-304P" 1 107 "1"
"RNU6-1208P" 1 107 "1"
"RNU6-473P" 1 107 "2"
"RNU6-617P" 1 107 "2"
"RNU6-152P" 1 107 "1"
"RNU6-637P" 1 107 "3"
"RNU6-664P" 1 107 "2"
"RNA5SP64" 1 107 "1"
"RNU6-40P" 1 107 "1"
"RNU6-418P" 1 107 "1"
"RNU6-1246P" 1 107 "1"
"RNU6-830P" 1 107 "1"
"RNU6-1310P" 1 107 "1"
"RNU6-744P" 1 107 "2"
"RNU6-303P" 1 106 "Y"
"RNY3P9" 1 106 "13"
"RNA5SP29" 1 106 "13"
"RNU6-1289P" 1 106 "18"
"RNU6-937P" 1 106 "20"
"RNU6-743P" 1 106 "20"
"RNU6-53P" 1 106 "13"
"RNU6-324P" 1 106 "18"
"RNU6-167P" 1 106 "18"
"RNU6-591P" 1 106 "X"
"MIR3937" 1 106 "X"
"RNU6-630P" 1 106 "X"
"RNU6-309P" 1 106 "X"
"RNU6-555P" 1 106 "X"
"RNU6-154P" 1 106 "X"
"RNU6-382P" 1 106 "X"
"RNU6-1018P" 1 106 "20"
"RNU6-1073P" 1 106 "9"
"RNU6-14P" 1 106 "9"
"RNU6-328P" 1 106 "16"
"RNU6-745P" 1 106 "15"
"RNU6-90P" 1 106 "15"
"RNU6-554P" 1 106 "15"
"RNU6-163P" 1 106 "10"
"RNU6-1170P" 1 106 "10"
"RNA5SP471" 1 106 "19"
"RNU6-365P" 1 106 "11"
"RNU6-321P" 1 106 "11"
"RNU6-690P" 1 106 "8"
"RNU6-875P" 1 106 "8"
"RNU6-645P" 1 106 "6"
"RNU6-1023P" 1 106 "6"
"MIR3939" 1 106 "6"
"RNU6-526P" 1 106 "HG76_PATCH"
"RNU6-682P" 1 106 "HG76_PATCH"
"RNU6-573P" 1 106 "4"
"RNU6-412P" 1 106 "4"
"RNU6-615P" 1 106 "4"
"RNU6-784P" 1 106 "4"
"RNA5SP309" 1 106 "10"
"RNU6-1065P" 1 106 "17"
"RNU6-679P" 1 106 "5"
"RNU6-366P" 1 106 "14"
"RNU6-1115P" 1 106 "6"
"RNU6-534P" 1 106 "7"
"RNU6-805P" 1 106 "10"
"RNU6-400P" 1 106 "12"
"RNU6-238P" 1 106 "12"
"RNA5SP387" 1 106 "14"
"RNU6-337P" 1 106 "7"
"RNA5SP213" 1 106 "6"
"RNU6-822P" 1 106 "3"
"AP1B1P2" 1 106 "22"
"RNU6-1205P" 1 106 "1"
"RNU6-634P" 1 106 "2"
"RNU6-439P" 1 106 "2"
"RNU6-827P" 1 106 "2"
"RNA5SP102" 1 106 "2"
"RNU6-228P" 1 106 "20"
"RNU6-587P" 1 106 "X"
"RNU6-320P" 1 106 "X"
"MIR1248" 1 106 "3"
"RNU6-1000P" 1 106 "4"
"RNU6-646P" 1 106 "3"
"RNU6-1245P" 1 106 "1"
"RNU6-145P" 1 106 "4"
"RNU6-446P" 1 106 "17"
"RNA5SP261" 1 106 "8"
"RNU6-663P" 1 106 "8"
"MIR7849" 1 106 "4"
"RNU6-861P" 1 106 "6"
"RNU6-918P" 1 106 "9"
"RNU6-471P" 1 106 "6"
"RNU6-658P" 1 106 "5"
"MIR545" 1 106 "X"
"RNU6-1017P" 1 106 "12"
"RNU6-1138P" 1 106 "14"
"RNU6-1328P" 1 106 "7"
"RNU6-159P" 1 106 "16"
"MIR6083" 1 106 "3"
"RNU6-1157P" 1 106 "11"
"RNU6-1331P" 1 106 "8"
"RNA5SP286" 1 106 "9"
"RNU6-684P" 1 106 "14"
"RNU6-395P" 1 106 "2"
"RNU6-1304P" 1 106 "1"
"RNU6-441P" 1 106 "10"
"RNU6-284P" 1 106 "4"
"MIR143" 1 106 "5"
"RNU6-738P" 1 106 "5"
"RNU6-653P" 1 106 "6"
"RNU6-1263P" 1 106 "3"
"RNU6-711P" 1 106 "17"
"RNA5SP410" 1 106 "16"
"RNU6-236P" 1 106 "5"
"RNU6-174P" 1 106 "12"
"RNU6-1123P" 1 106 "11"
"RNU6-293P" 1 106 "6"
"RNU6-971P" 1 106 "17"
"RNU6-947P" 1 106 "1"
"RNU6-1140P" 1 106 "2"
"RNA5SP444" 1 106 "17"
"RNU6-277P" 1 106 "11"
"RNA5SP470" 1 106 "19"
"RNU6-100P" 1 106 "2"
"RNU6-1181P" 1 106 "3"
"SNRPGP7" 1 106 "2"
"RNU6-187P" 1 106 "2"
"RNU6-376P" 1 106 "11"
"RNU6-901P" 1 106 "3"
"RNU6-763P" 1 106 "2"
"RNU6-932P" 1 106 "2"
"RNU6-958P" 1 106 "2"
"RNU6-161P" 1 106 "1"
"RNU6-307P" 1 106 "1"
"RNU6-255P" 1 105 "Y"
"RNU6-521P" 1 105 "Y"
"RNU6-1334P" 1 105 "Y"
"RNU6-772P" 1 105 "21"
"RNU6-1066P" 1 105 "22"
"RNU6-347P" 1 105 "20"
"RNU6-396P" 1 105 "21"
"RNU6-114P" 1 105 "X"
"MIR4330" 1 105 "X"
"MIR3665" 1 105 "13"
"RNA5SP291" 1 105 "9"
"MIR2681" 1 105 "13"
"RNU6-1327P" 1 105 "9"
"RNU6-325P" 1 105 "10"
"RNU6-740P" 1 105 "10"
"RNU6-783P" 1 105 "11"
"RNU6-801P" 1 105 "6"
"RNU6-897P" 1 105 "6"
"RNU6-253P" 1 105 "6"
"RNU6-194P" 1 105 "6"
"RNU6-598P" 1 105 "10"
"RNU6-1325P" 1 105 "4"
"RNU6-462P" 1 105 "4"
"RNU6-479P" 1 105 "4"
"RNU6-1266P" 1 105 "HSCHR10_1_CTG4"
"RNU6-64P" 1 105 "13"
"RNU6-718P" 1 105 "5"
"RNU6-588P" 1 105 "5"
"RNU6-575P" 1 105 "7"
"RNU6-849P" 1 105 "7"
"RNU6-581P" 1 105 "7"
"RNA5SP247" 1 105 "7"
"RNU6-894P" 1 105 "X"
"RNU6-270P" 1 105 "10"
"RNY1P12" 1 105 "3"
"MIR1253" 1 105 "17"
"hsa-mir-1253" 1 105 "17"
"RNU6-975P" 1 105 "6"
"MIR548F4" 1 105 "7"
"MIR3912" 1 105 "5"
"RNU6-721P" 1 105 "18"
"RNU6-435P" 1 105 "18"
"RNU6-1153P" 1 105 "16"
"RNU6-271P" 1 105 "10"
"RNU6-969P" 1 105 "1"
"RNA5SP23" 1 105 "1"
"RNU6-503P" 1 105 "1"
"RNU6-570P" 1 105 "1"
"RNU6-1283P" 1 105 "1"
"RNU6-961P" 1 105 "2"
"RNU6-182P" 1 105 "2"
"RNU6-387P" 1 105 "1"
"RNU6-1271P" 1 105 "12"
"RNU6-363P" 1 105 "5"
"RNU6-338P" 1 105 "22"
"RNU6-556P" 1 105 "5"
"RNU6-724P" 1 105 "5"
"RNU6-1211P" 1 105 "1"
"RNU6-111P" 1 105 "2"
"RNU6-424P" 1 105 "1"
"RNU6-388P" 1 105 "7"
"OR2A41P" 1 105 "7"
"RNU6-1330P" 1 105 "5"
"RNU6-874P" 1 105 "11"
"RNU6-623P" 1 105 "17"
"RNU6-862P" 1 105 "17"
"RNU6-790P" 1 105 "14"
"RNU6-680P" 1 105 "5"
"RNU6-886P" 1 105 "14"
"RNU6-764P" 1 105 "X"
"RNU6-770P" 1 105 "6"
"RNU6-389P" 1 105 "7"
"RNU6-1281P" 1 105 "1"
"RNU6-1285P" 1 105 "4"
"RNU6-651P" 1 105 "2"
"RNU6-440P" 1 105 "2"
"RNU6-602P" 1 105 "14"
"RNA5SP222" 1 105 "6"
"MIR1269A" 1 105 "4"
"RNY1P13" 1 105 "1"
"RNU6-806P" 1 105 "5"
"RNU6-710P" 1 105 "9"
"RNU6-1003P" 1 105 "5"
"RNU6-141P" 1 105 "6"
"RNU6-999P" 1 105 "1"
"RNU6-218P" 1 105 "7"
"RNU6-640P" 1 105 "2"
"RNU6-176P" 1 105 "1"
"RNU6-409P" 1 104 "HG1311_HG2539_PATCH"
"RNU6-1314P" 1 104 "Y"
"RNU6-545P" 1 104 "HG1362_PATCH"
"RNU6-66P" 1 104 "13"
"RNU6-68P" 1 104 "13"
"RNU6-706P" 1 104 "18"
"RNU6-497P" 1 104 "20"
"RNU6-384P" 1 104 "20"
"RNU6-81P" 1 104 "13"
"RNU6-917P" 1 104 "20"
"RNU6-170P" 1 104 "18"
"SNORD13P1" 1 104 "22"
"KRTAP19-11P" 1 104 "21"
"RNU6-1261P" 1 104 "14"
"RNU6-280P" 1 104 "HG2128_PATCH"
"RNU6-985P" 1 104 "X"
"RNU6-264P" 1 104 "9"
"RNU6-1064P" 1 104 "9"
"RNU6-76P" 1 104 "13"
"RNU6-564P" 1 104 "22"
"RNU6-990P" 1 104 "17"
"RNU6-928P" 1 104 "17"
"RNU6-75P" 1 104 "13"
"RNU6-212P" 1 104 "15"
"SNORD13E" 1 104 "15"
"RNU6-1212P" 1 104 "10"
"RNA5SP304" 1 104 "10"
"RNU6-1118P" 1 104 "10"
"RNU6-728P" 1 104 "10"
"RNU6-782P" 1 104 "19"
"SNORD9" 1 104 "14"
"RNU6-397P" 1 104 "8"
"RNU6-295P" 1 104 "8"
"SNORD13" 1 104 "8"
"RNU6-442P" 1 104 "8"
"RNU6-793P" 1 104 "6"
"RNU6-475P" 1 104 "6"
"RNU6-300P" 1 104 "6"
"RNU6-464P" 1 104 "6"
"RNU6-1162P" 1 104 "14"
"RNU6-391P" 1 104 "6"
"RNU6-513P" 1 104 "22"
"MIR3935" 1 104 "16"
"RNU6-173P" 1 104 "4"
"RNU6-520P" 1 104 "4"
"RNU6-1038P" 1 104 "18"
"RNU6-876P" 1 104 "11"
"RNU6-531P" 1 104 "4"
"RNU6-1074P" 1 104 "4"
"RNU6-272P" 1 104 "5"
"RNU6-525P" 1 104 "5"
"RNU6-1036P" 1 104 "5"
"RNU6-1025P" 1 104 "HSCHR11_3_CTG1"
"RNU6-97P" 1 104 "17"
"RNU6-527P" 1 104 "6"
"RNU6-824P" 1 104 "6"
"RNU6-1052P" 1 104 "7"
"RNU6-912P" 1 104 "7"
"RNU6-911P" 1 104 "7"
"RNU6-102P" 1 104 "7"
"RNU6-153P" 1 104 "6"
"RNU6-780P" 1 104 "10"
"RNU6-251P" 1 104 "12"
"RNU6-769P" 1 104 "12"
"RNU6-101P" 1 104 "12"
"RNU6-717P" 1 104 "12"
"RNU6-504P" 1 104 "X"
"RNU6-1194P" 1 104 "3"
"RNU6-1129P" 1 104 "3"
"RNU6-1317P" 1 104 "3"
"RNU6-719P" 1 104 "7"
"RNU6-1254P" 1 104 "7"
"RNU6-407P" 1 104 "20"
"RNU6-863P" 1 104 "7"
"RNU6-529P" 1 104 "10"
"RNU6-203P" 1 104 "X"
"RNU6-730P" 1 104 "6"
"RNA5SP461" 1 104 "18"
"RNU6-659P" 1 104 "14"
"RNU6-110P" 1 104 "1"
"RNU6-414P" 1 104 "1"
"RNU6-1177P" 1 104 "1"
"RNU6-695P" 1 104 "1"
"RNU6-1240P" 1 104 "1"
"RNU6-940P" 1 104 "12"
"RNU6-817P" 1 104 "1"
"RNU6-1288P" 1 104 "2"
"RNU6-843P" 1 104 "2"
"RNU6-1117P" 1 104 "2"
"RNU6-675P" 1 104 "2"
"RNU6-586P" 1 104 "1"
"RNU6-112P" 1 104 "4"
"RNU6-213P" 1 104 "16"
"RNU6-1305P" 1 104 "5"
"RNU6-955P" 1 104 "17"
"RNU6-1108P" 1 104 "15"
"RNU6-1332P" 1 104 "15"
"RNU6-966P" 1 104 "15"
"RNU6-722P" 1 104 "X"
"RNU6-379P" 1 104 "22"
"RNU6-177P" 1 104 "7"
"RNU6-709P" 1 104 "10"
"RNU6-919P" 1 104 "20"
"RNU6-642P" 1 104 "2"
"RNU6-733P" 1 104 "4"
"RNU6-747P" 1 104 "HSCHR1_3_CTG32_1"
"SNORD13P3" 1 104 "3"
"RNU6-206P" 1 104 "7"
"RNU6-777P" 1 104 "1"
"RNU6-1143P" 1 104 "11"
"RNA5SP220" 1 104 "6"
"RNU6-360P" 1 104 "HSCHR2_8_CTG7_2"
"RNU6-447P" 1 104 "11"
"SNORD46" 1 104 "1"
"RNU6-241P" 1 104 "7"
"RNU6-791P" 1 104 "1"
"RNU6-558P" 1 104 "12"
"RNU6-343P" 1 104 "12"
"RNU6-1297P" 1 104 "1"
"RNU6-705P" 1 104 "5"
"RNU6-925P" 1 104 "8"
"RNU6-1252P" 1 104 "4"
"RNU6-1276P" 1 104 "8"
"RNU6-516P" 1 104 "15"
"RNU6-1148P" 1 104 "5"
"RNU6-178P" 1 104 "8"
"RNU6-1008P" 1 104 "1"
"SNORD13D" 1 104 "15"
"RNU6-898P" 1 104 "16"
"RNU6-314P" 1 104 "17"
"RNU6-1195P" 1 104 "4"
"RNU6-198P" 1 104 "2"
"RNU6-608P" 1 104 "1"
"RNU6-638P" 1 104 "17"
"RNU6-1291P" 1 104 "14"
"RNU6-1136P" 1 104 "7"
"RNU6-1054P" 1 104 "4"
"RNU6-1160P" 1 104 "9"
"RNU6-1217P" 1 104 "4"
"RNU6-244P" 1 104 "14"
"RNU6-835P" 1 104 "14"
"RNU6-1144P" 1 104 "6"
"RNU6-673P" 1 104 "10"
"RNU6-987P" 1 104 "6"
"RNU6-288P" 1 104 "17"
"RNU6-785P" 1 104 "9"
"RNU6-885P" 1 104 "10"
"RNU6-1223P" 1 104 "19"
"RNU6-1168P" 1 104 "2"
"RNU6-355P" 1 104 "16"
"RNU6-611P" 1 104 "19"
"RNU6-1100P" 1 104 "1"
"RNU6-1022P" 1 104 "1"
"RNU6-776P" 1 104 "1"
"RNU6-1273P" 1 104 "12"
"RNU6-1154P" 1 104 "7"
"RNU6-342P" 1 104 "3"
"RNU6-1190P" 1 104 "5"
"RNU6-855P" 1 104 "9"
"RNU6-860P" 1 104 "3"
"RNU6-1104P" 1 104 "7"
"RNU6-670P" 1 104 "3"
"RNU6-217P" 1 104 "3"
"RNU6-492P" 1 104 "9"
"RNU6-1107P" 1 104 "11"
"RNU6-1094P" 1 104 "3"
"RNU6-470P" 1 104 "17"
"RNU6-1089P" 1 104 "1"
"RNU6-1088P" 1 104 "12"
"RNU6-216P" 1 104 "11"
"RNU6-1301P" 1 104 "3"
"RNU6-230P" 1 104 "3"
"RNU6-1076P" 1 104 "19"
"RNU5E-9P" 1 104 "2"
"RNU6-92P" 1 104 "7"
"RNU6-681P" 1 104 "3"
"RNU6-826P" 1 104 "17"
"RNU6-788P" 1 104 "3"
"RNU6-370P" 1 104 "2"
"RNU6-433P" 1 104 "2"
"SNORD124" 1 104 "17"
"RNU6-662P" 1 104 "1"
"RNU6-1319P" 1 104 "1"
"RNU6-234P" 1 104 "2"
"RNU6-1199P" 1 104 "1"
"RNA5SP344" 1 104 "11"
"RNU6-487P" 1 104 "1"
"RNU6-105P" 1 104 "2"
"RNU6-403P" 1 104 "1"
"RNU6-318P" 1 103 "HG1362_PATCH"
"RNU6-60P" 1 103 "13"
"RNU6-58P" 1 103 "13"
"RNU6-1242P" 1 103 "18"
"MIR5011" 1 103 "18"
"RNU6-57P" 1 103 "13"
"MIR6070" 1 103 "21"
"RNU6-759P" 1 103 "20"
"RNU6-120P" 1 103 "18"
"RNU6-130P" 1 103 "HG2072_PATCH"
"RNU6-225P" 1 103 "22"
"RNU6-50P" 1 103 "X"
"RNU6-800P" 1 103 "X"
"RNU6-1014P" 1 103 "15"
"RNU6-978P" 1 103 "HG2365_PATCH"
"RNU6-889P" 1 103 "10"
"RNU6-795P" 1 103 "10"
"MIR3941" 1 103 "10"
"RNU6-895P" 1 103 "8"
"RNA5SP221" 1 103 "6"
"RNU6-633P" 1 103 "16"
"RNU6-578P" 1 103 "4"
"RNU6-551P" 1 103 "4"
"MIR7847" 1 103 "HG28_PATCH"
"RNU6-390P" 1 103 "5"
"RNU6-164P" 1 103 "5"
"RNA5SP200" 1 103 "5"
"RNU6-227P" 1 103 "17"
"RNU6-438P" 1 103 "7"
"RNU6-956P" 1 103 "7"
"RNU6-267P" 1 103 "7"
"RNU6-732P" 1 103 "5"
"RNU6-1068P" 1 103 "12"
"RNU6-739P" 1 103 "3"
"RNU6-281P" 1 103 "3"
"RNU6-823P" 1 103 "3"
"RNU6-1256P" 1 103 "3"
"RNU6-798P" 1 103 "9"
"RNU6-850P" 1 103 "6"
"RNA5SP476" 1 103 "20"
"RNU6-1169P" 1 103 "15"
"RNU6-980P" 1 103 "19"
"RNU6-1265P" 1 103 "1"
"RNU6-1318P" 1 103 "1"
"RNU6-983P" 1 103 "1"
"RNU6-716P" 1 103 "1"
"RNU6-778P" 1 103 "1"
"RNU6-322P" 1 103 "15"
"RNU6-282P" 1 103 "2"
"VTRNA2-2P" 1 103 "2"
"RNU6-915P" 1 103 "2"
"MIR3938" 1 103 "3"
"RNU6-1234P" 1 103 "14"
"RNU6-416P" 1 103 "16"
"RNU6-938P" 1 103 "17"
"RNU6-231P" 1 103 "15"
"RNU6-466P" 1 103 "15"
"RNU6-162P" 1 103 "7"
"RNU6-126P" 1 103 "11"
"RNU6-1231P" 1 103 "10"
"RNU6-1307P" 1 103 "19"
"RNU6-1006P" 1 103 "2"
"RNU6-1078P" 1 103 "X"
"RNU6-714P" 1 103 "9"
"RNA5SP287" 1 103 "9"
"RNU6-539P" 1 103 "14"
"RNU6-250P" 1 103 "6"
"RNA5SP159" 1 103 "4"
"RNU6-402P" 1 103 "5"
"RNU6-704P" 1 103 "1"
"RNU6-537P" 1 103 "1"
"RNU6-1206P" 1 103 "2"
"RNU6-845P" 1 103 "16"
"RNU6-512P" 1 103 "2"
"RNU6-882P" 1 103 "3"
"RNU6-629P" 1 103 "2"
"RNU6-715P" 1 103 "2"
"RNU6-542P" 1 103 "2"
"RNU6-1308P" 1 103 "3"
"RNU6-977P" 1 103 "12"
"RNU6-592P" 1 103 "11"
"RNU6-622P" 1 103 "1"
"RNU6-1135P" 1 103 "11"
"RNU6-1279P" 1 103 "3"
"RNU6-755P" 1 103 "1"
"RNU6-508P" 1 103 "2"
"MIR5000" 1 103 "2"
"RNY3P2" 1 102 "13"
"RNY3P5" 1 102 "13"
"RNY3P10" 1 102 "13"
"RNY3P3" 1 102 "13"
"MIR133A2" 1 102 "20"
"RNU6-900P" 1 102 "22"
"RNU6-123P" 1 102 "21"
"RNU6-62P" 1 102 "13"
"UBE2Q2P8" 1 102 "HG2280_PATCH"
"Vault" 1 102 "17"
"VTRNA3-1P" 1 102 "X"
"RNU6-576P" 1 102 "10"
"RNU6-1313P" 1 102 "17"
"RNA5SP531" 1 102 "8"
"RNY3P14" 1 102 "8"
"RNU6-261P" 1 102 "6"
"RNU6-84P" 1 102 "6"
"MIR1237" 1 102 "11"
"MIR4305" 1 102 "13"
"RNU6-597P" 1 102 "14"
"MIR548H1" 1 102 "14"
"MIR496" 1 102 "14"
"RNA5SP450" 1 102 "18"
"RNU6-635P" 1 102 "4"
"RNA5SP166" 1 102 "4"
"RNY3P12" 1 102 "10"
"RNU6-1096P" 1 102 "4"
"RNU6-881P" 1 102 "9"
"RNU6-294P" 1 102 "5"
"RNU6-752P" 1 102 "5"
"RNA5SP191" 1 102 "5"
"MIR3913-1" 1 102 "12"
"RNU6-425P" 1 102 "3"
"RNU6-547P" 1 102 "3"
"RNU6-1233P" 1 102 "3"
"RNU6-667P" 1 102 "15"
"RNU6-1161P" 1 102 "22"
"RNU6-803P" 1 102 "19"
"RNU6-982P" 1 102 "19"
"RNU6-1041P" 1 102 "19"
"RNU6-1215P" 1 102 "2"
"RNU6-612P" 1 102 "2"
"RNU6-579P" 1 102 "2"
"RNU6-627P" 1 102 "2"
"RNU6-1051P" 1 102 "2"
"RNU6-118P" 1 102 "11"
"RNU6-1238P" 1 102 "11"
"RNU6-1057P" 1 102 "17"
"RNA5SP196" 1 102 "5"
"MIR4433B" 1 102 "2"
"MIR1236" 1 102 "6"
"RNU6-377P" 1 102 "3"
"RNU6-986P" 1 102 "2"
"RPL35AP4" 1 102 "6"
"RNU6-369P" 1 102 "1"
"MIR3940" 1 102 "19"
"RNU6-907P" 1 102 "4"
"RNY3" 1 102 "7"
"RNU6-1146P" 1 102 "20"
"RNA5SP278" 1 102 "8"
"RNU6-249P" 1 102 "12"
"RNA5SP158" 1 102 "4"
"RNU6-190P" 1 102 "6"
"RNU6-844P" 1 102 "15"
"RNY3P11" 1 102 "6"
"RNU6-561P" 1 102 "2"
"SNORD116-10" 1 102 "15"
"RNU6-762P" 1 102 "2"
"RNU6-215P" 1 102 "7"
"RNU6-1077P" 1 102 "12"
"RNU6-311P" 1 102 "11"
"RNU6-334P" 1 102 "5"
"RNU6-229P" 1 102 "7"
"RNY3P13" 1 102 "3"
"RNU6-107P" 1 102 "2"
"RNY3P1" 1 102 "5"
"RNU6-789P" 1 102 "3"
"RNU6-725P" 1 102 "1"
"MIR137" 1 102 "1"
"RNU5D-1" 1 102 "1"
"RNU6-113P" 1 101 "21"
"RNY3P7" 1 101 "13"
"RNY3P4" 1 101 "13"
"RNU6-1087P" 1 101 "X"
"RNU6-677P" 1 101 "9"
"MIR1282" 1 101 "15"
"MIR7848" 1 101 "8"
"RNU6-550P" 1 101 "4"
"RNA5SP170" 1 101 "4"
"RNU6-1053P" 1 101 "4"
"RNU6-290P" 1 101 "5"
"RNU6-168P" 1 101 "5"
"RNU6-998P" 1 101 "4"
"MIR3978" 1 101 "X"
"RNU6-279P" 1 101 "12"
"RNU6-1174P" 1 101 "3"
"MIR132" 1 101 "17"
"MIR518C" 1 101 "19"
"RNU6-751P" 1 101 "19"
"RNU6-465P" 1 101 "1"
"MIR4259" 1 101 "1"
"RNU6-904P" 1 101 "2"
"RNU6-781P" 1 101 "12"
"RNA5SP327" 1 101 "10"
"RNU6-258P" 1 101 "17"
"RNU6-1298P" 1 101 "4"
"RNY3P16" 1 101 "X"
"RNU6-392P" 1 101 "7"
"RNA5SP111" 1 101 "2"
"RNA5SP121" 1 101 "2"
"RNU6-1110P" 1 101 "16"
"MIR4313" 1 101 "15"
"RNU6-888P" 1 101 "5"
"RNU6-189P" 1 101 "14"
"RNU6-469P" 1 101 "4"
"RNA5SP41" 1 101 "1"
"RNU6-540P" 1 101 "5"
"RNU6-1034P" 1 101 "17"
"RNA5SP180" 1 101 "5"
"RNU6-135P" 1 101 "1"
"RNU6-1071P" 1 101 "1"
"RNU6-1134P" 1 101 "17"
"RNA5SP66" 1 101 "1"
"RNU6-1171P" 1 101 "1"
